epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1554.92,0.35224,0.25054,0.86348,0.95102,0.89898,0.93722,0.8127,0.48446,0.3419,0.88913,9.36017e-05,9.36017e-05,9.36017e-05
187,1562.65,0.33907,0.24377,0.85932,0.95724,0.90001,0.93916,0.81428,0.48633,0.34569,0.88887,8.81023e-05,8.81023e-05,8.81023e-05
188,1570.56,0.34338,0.24585,0.86422,0.95657,0.89663,0.94152,0.81291,0.48857,0.35462,0.89022,8.26028e-05,8.26028e-05,8.26028e-05
189,1578.33,0.3463,0.24836,0.8619,0.95584,0.89961,0.94025,0.81434,0.48791,0.35719,0.88913,7.71034e-05,7.71034e-05,7.71034e-05
190,1586.2,0.34359,0.24728,0.86198,0.95252,0.90494,0.9449,0.81864,0.48745,0.355,0.88912,7.1604e-05,7.1604e-05,7.1604e-05
191,1610.95,0.31477,0.2081,0.83758,0.93731,0.89797,0.94607,0.81709,0.49939,0.38562,0.90037,6.61045e-05,6.61045e-05,6.61045e-05
192,1618.67,0.30927,0.20208,0.84506,0.91669,0.91021,0.94517,0.81839,0.50882,0.38211,0.90778,6.06051e-05,6.06051e-05,6.06051e-05
193,1626.4,0.30508,0.19791,0.84253,0.94775,0.89276,0.9452,0.81689,0.50158,0.35958,0.90423,5.51056e-05,5.51056e-05,5.51056e-05
194,1634.22,0.30284,0.19739,0.84347,0.94759,0.8905,0.94523,0.81863,0.49622,0.34855,0.8991,4.96062e-05,4.96062e-05,4.96062e-05
195,1642.08,0.29743,0.19678,0.84439,0.93781,0.9006,0.9475,0.82204,0.48637,0.33461,0.89198,4.41067e-05,4.41067e-05,4.41067e-05
196,1649.98,0.28953,0.18741,0.83554,0.95691,0.89188,0.95331,0.82855,0.48517,0.32771,0.88969,3.86073e-05,3.86073e-05,3.86073e-05
197,1657.69,0.29151,0.19131,0.83477,0.9467,0.90314,0.95353,0.82955,0.48135,0.32184,0.8876,3.31078e-05,3.31078e-05,3.31078e-05
198,1665.38,0.29522,0.18754,0.84334,0.94016,0.90711,0.95187,0.82734,0.48499,0.33264,0.89067,2.76084e-05,2.76084e-05,2.76084e-05
199,1673.02,0.29691,0.19773,0.83963,0.93827,0.9088,0.94824,0.8239,0.48547,0.33363,0.89065,2.21089e-05,2.21089e-05,2.21089e-05
200,1680.71,0.2917,0.18614,0.83563,0.93472,0.91542,0.94904,0.82364,0.48265,0.32908,0.88928,1.66095e-05,1.66095e-05,1.66095e-05
